2022-06-17 16:03:57 | INFO | web_testcase.api.test_login | test_login.py | [line:26] : 测试接口：乐迪长租登录
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:95] : 请求参数：None
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 102, 'list': [{'id': 215, 'merchantNo': '10000203', 'name': 'API-test', 'linkPhone': '19180939001', 'bikeNum': 0, 'state': 1}, {'id': 156, 'merchantNo': '10000144', 'name': 'xzh测试商户C', 'linkPhone': '19180930098', 'bikeNum': 0, 'state': 1}, {'id': 157, 'merchantNo': '10000145', 'name': 'xzh测试商户C', 'linkPhone': '19180930099', 'bikeNum': 0, 'state': 1}, {'id': 154, 'merchantNo': '10000142', 'name': 'xzh测试商户C', 'linkPhone': '19180930096', 'bikeNum': 0, 'state': 1}, {'id': 153, 'merchantNo': '10000141', 'name': 'xzh测试商户C', 'linkPhone': '19180930095', 'bikeNum': 0, 'state': 1}, {'id': 155, 'merchantNo': '10000143', 'name': 'xzh测试商户C', 'linkPhone': '19180930097', 'bikeNum': 0, 'state': 1}, {'id': 152, 'merchantNo': '10000140', 'name': 'xzh测试商户C', 'linkPhone': '19180930094', 'bikeNum': 0, 'state': 1}, {'id': 150, 'merchantNo': '10000138', 'name': 'xzh测试商户C', 'linkPhone': '19180930092', 'bikeNum': 0, 'state': 1}, {'id': 151, 'merchantNo': '10000139', 'name': 'xzh测试商户C', 'linkPhone': '19180930093', 'bikeNum': 0, 'state': 1}, {'id': 149, 'merchantNo': '10000137', 'name': 'xzh测试商户C', 'linkPhone': '19180930091', 'bikeNum': 0, 'state': 1}]}}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-3商户列表查询
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:73] : 我是depends_data：{'merchantNo': '10000203', 'name': 'API-test', 'phone': '19180939001', 'state': 1}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:74] : 我是depends_data类型：<class 'dict'>
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/list?page=1&pageSize=10&merchantNo=10000203&name=API-test&phone=19180939001&state=1
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:95] : 请求参数：None
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 1, 'list': [{'id': 215, 'merchantNo': '10000203', 'name': 'API-test', 'linkPhone': '19180939001', 'bikeNum': 0, 'state': 1}]}}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-4查看商户详情
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:73] : 我是depends_data：{'id': 215}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:74] : 我是depends_data类型：<class 'dict'>
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/merchant-detail?id=215
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:95] : 请求参数：None
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'id': 215, 'merchantNo': '10000203', 'name': 'API-test', 'linkPhone': '19180939001', 'linkMan': 'API', 'bikeNum': 0, 'state': 1, 'operateCycle': 2, 'operateStartTime': '09:00', 'operateEndTime': '22:00', 'imgUrl': 'merchant/merchant/img/9ebbd463-a64a-4437-9246-f6ed732baf7f.jpg', 'deposit': 999999, 'percentage': 99.99, 'bizUserId': 9001, 'position': {'lon': 104.04446, 'lat': 30.557735}, 'createTime': '2022-06-17 16:03:56', 'province': '四川省', 'city': '成都市', 'area': '武侯区', 'address': '四川省成都市武侯区石羊街道因材施教教育(高新大源校区)清凤时代城', 'bizChanged': False, 'imgOssUrl': 'https://test.static.ledear.cn/merchant/merchant/img/9ebbd463-a64a-4437-9246-f6ed732baf7f.jpg?Expires=1655456637&OSSAccessKeyId=LTAI5tCxZcKRGLu989twGnHz&Signature=4kN3NYr6ogYzl0DSZICs1FFJd6Q%3D', 'bikeModelInfoVoList': []}}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-5商户详情停运商户
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:73] : 我是depends_data：{'id': 215}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:74] : 我是depends_data类型：<class 'dict'>
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs', 'Content-Length': '13'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/update-status?id=215
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:93] : 请求参数：{"status": 0}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-6商户详情开启商户
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:73] : 我是depends_data：{'id': 215}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:74] : 我是depends_data类型：<class 'dict'>
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs', 'Content-Length': '13'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/update-status?id=215
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:93] : 请求参数：{"status": 1}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-7商户详情修改经营信息
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:73] : 我是depends_data：{'id': 215}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:74] : 我是depends_data类型：<class 'dict'>
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs', 'Content-Length': '237'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/base-info?id=215
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:93] : 请求参数：{"name": "API-test1", "linkMan": "API1", "linkPhone": 19180939002, "operateCycle": 1, "deposit": 1000001, "imgUrl": "merchant/merchant/img/1b455211-c5e5-4ba0-b3c4-8336bd754ee8.jpg", "operateStartTime": "09:30", "operateEndTime": "22:30"}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-8商户详情修改分账信息
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:73] : 我是depends_data：{'id': 215}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:74] : 我是depends_data类型：<class 'dict'>
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs', 'Content-Length': '80'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/bill-info?id=215
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:93] : 请求参数：{"bizUserId": "9002", "bizUserName": "API-通联", "percentage": "100.00"}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-9商户详情修改营业位置
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:73] : 我是depends_data：{'id': 215}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:74] : 我是depends_data类型：<class 'dict'>
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs', 'Content-Length': '358'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/region-info?id=215
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:93] : 请求参数：{"address": "四川省成都市武侯区石羊街道剑南大道中段成都高新技术产业开发区(南区)", "area": "武侯区", "city": "成都市", "position": {"lon": "104.046356", "lat": "30.549605"}, "province": "四川省"}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-10商户列表再次获取数据
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/list?page=1&pageSize=10
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:95] : 请求参数：None
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 102, 'list': [{'id': 215, 'merchantNo': '10000203', 'name': 'API-test1', 'linkPhone': '19180939002', 'bikeNum': 0, 'state': 1}, {'id': 156, 'merchantNo': '10000144', 'name': 'xzh测试商户C', 'linkPhone': '19180930098', 'bikeNum': 0, 'state': 1}, {'id': 157, 'merchantNo': '10000145', 'name': 'xzh测试商户C', 'linkPhone': '19180930099', 'bikeNum': 0, 'state': 1}, {'id': 154, 'merchantNo': '10000142', 'name': 'xzh测试商户C', 'linkPhone': '19180930096', 'bikeNum': 0, 'state': 1}, {'id': 153, 'merchantNo': '10000141', 'name': 'xzh测试商户C', 'linkPhone': '19180930095', 'bikeNum': 0, 'state': 1}, {'id': 155, 'merchantNo': '10000143', 'name': 'xzh测试商户C', 'linkPhone': '19180930097', 'bikeNum': 0, 'state': 1}, {'id': 152, 'merchantNo': '10000140', 'name': 'xzh测试商户C', 'linkPhone': '19180930094', 'bikeNum': 0, 'state': 1}, {'id': 150, 'merchantNo': '10000138', 'name': 'xzh测试商户C', 'linkPhone': '19180930092', 'bikeNum': 0, 'state': 1}, {'id': 151, 'merchantNo': '10000139', 'name': 'xzh测试商户C', 'linkPhone': '19180930093', 'bikeNum': 0, 'state': 1}, {'id': 149, 'merchantNo': '10000137', 'name': 'xzh测试商户C', 'linkPhone': '19180930091', 'bikeNum': 0, 'state': 1}]}}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：1-11商户列表再次查询
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:73] : 我是depends_data：{'merchantNo': '10000203', 'name': 'API-test1', 'phone': '19180939002', 'state': 1}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:74] : 我是depends_data类型：<class 'dict'>
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs'}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/list?page=1&pageSize=10&merchantNo=10000203&name=API-test1&phone=19180939002&state=1
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:95] : 请求参数：None
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 1, 'list': [{'id': 215, 'merchantNo': '10000203', 'name': 'API-test1', 'linkPhone': '19180939002', 'bikeNum': 0, 'state': 1}]}}
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-1商户通知全部商户发布文本系统通知
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-2商户通知获取列表数据
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-3商户通知列表系统通知数据查询
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-4商户通知列表系统通知详情
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-5商户通知列表系统通知删除
2022-06-17 16:03:58 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-6商户通知按区域发布图片营销通知
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-7商户通知获取列表数据
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-8商户通知列表营销通知数据查询
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-9商户通知列表营销通知详情
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-10商户通知列表营销通知删除
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-11商户通知精准发布文本运营规则通知
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-12商户通知获取列表数据
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-13商户通知列表运营规则通知数据查询
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-14商户通知列表运营规则通知详情
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-15商户通知列表运营规则通知删除
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-16商户通知区域发布图片其他通知
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-17商户通知获取列表数据
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-18商户通知列表其他通知数据查询
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-19商户通知列表其他通知详情
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:98] : 接口不执行：2-20商户通知列表其他通知删除
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：3-1车型管理新增车型
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs', 'Content-Length': '293'}
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/bike/platform/bike-model
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:93] : 请求参数：{"name": "API测试车型", "description": "这是一个API测试车型，接口自动化专用", "deposit": 0, "defaultRent": 999, "depositAmount": 99900, "picturePath": "bike/bikeModel/img/a160dbd6-c8f3-4735-85c7-7b85b1a05d35.png"}
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:96] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:36] : 测试接口：3-2车型管理列表
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:89] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.GUT7vHTUj_Ue7F9JsfSy_OnW_9dLbFWSfxcXEGjuiYs'}
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:90] : 请求路径：https://test.rent.ledear.cn/rent-api/bike/platform/bike-model/list?page=1&pageSize=10
2022-06-17 16:03:59 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:95] : 请求参数：None
