2022-08-01 09:44:44 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:26] : 测试接口：乐迪长租登录
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '4', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6NCwic291cmNlX2lkIjo0MX0.DYe5xWiY2UcIxyaLNcocL3HCVr4u8Up-0WGFs4Or27M'}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-user/bike?bikeNo=90100001
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:148] : 请求参数：None
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'bikeNo': '90100001', 'terminalType': 2, 'terminalNo': '90112345'}}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:151] : 接口不执行：0-1-13厂测小程序获取车辆绑定中控网络开电池锁
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:151] : 接口不执行：0-1-14厂测小程序获取车辆绑定中控网络开锁
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:151] : 接口不执行：0-1-15厂测小程序获取车辆绑定中控网络关锁
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:151] : 接口不执行：0-1-16厂测小程序获取车辆绑定中控网络寻车
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:151] : 接口不执行：0-1-17厂测小程序获取车辆绑定中控网络撤防
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:151] : 接口不执行：0-1-18厂测小程序获取车辆绑定中控网络重启中控
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：0-1-19厂测小程序解绑中控
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '4', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6NCwic291cmNlX2lkIjo0MX0.DYe5xWiY2UcIxyaLNcocL3HCVr4u8Up-0WGFs4Or27M', 'Content-Length': '101'}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-user/bike/unbind
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 请求参数：{"bikeNo": "90100001", "reason": "中控损坏", "remark": "API解绑中控"}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功'}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：0-1-20厂测小程序车辆再次绑定中控
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '4', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6NCwic291cmNlX2lkIjo0MX0.DYe5xWiY2UcIxyaLNcocL3HCVr4u8Up-0WGFs4Or27M', 'Content-Length': '48'}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-user/bike/bind
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 请求参数：{"bikeNo": "90100001", "terminalNo": "90112345"}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功'}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：0-1-21厂测列表编辑
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.1JcBMCVnDa8yexNwFQ75_KmmtIP-UWokz7tlqDhRlGs', 'Content-Length': '113'}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory/platform?factoryBikeId=172278
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 请求参数：{"terminalType": 2, "terminalNo": "90112345", "frameNo": "90198765", "motorNo": "90156789", "bikeNo": "90100001"}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功'}
2022-08-01 09:44:45 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-1新增商户
2022-08-01 09:44:47 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-2商户列表获取数据
2022-08-01 09:44:47 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-3商户列表查询
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-4查看商户详情
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-5商户详情停运商户
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-6商户详情开启商户
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-7商户详情修改经营信息
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-8商户详情修改分账信息
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-9商户详情修改营业位置
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-10商户列表再次获取数据
2022-08-01 09:44:47 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：1-11商户列表再次查询
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-1商户通知全部商户发布文本系统通知
2022-08-01 09:44:47 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-2商户通知获取列表数据
2022-08-01 09:44:47 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-3商户通知列表系统通知数据查询
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-4商户通知列表系统通知详情
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-5商户通知列表系统通知删除
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-6商户通知按区域发布图片营销通知
2022-08-01 09:44:47 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:47 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-7商户通知获取列表数据
2022-08-01 09:44:48 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-8商户通知列表营销通知数据查询
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-9商户通知列表营销通知详情
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-10商户通知列表营销通知删除
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-11商户通知精准发布文本运营规则通知
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-12商户通知获取列表数据
2022-08-01 09:44:48 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-13商户通知列表运营规则通知数据查询
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-14商户通知列表运营规则通知详情
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-15商户通知列表运营规则通知删除
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-16商户通知区域发布图片其他通知
2022-08-01 09:44:48 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-17商户通知获取列表数据
2022-08-01 09:44:48 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-18商户通知列表其他通知数据查询
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-19商户通知列表其他通知详情
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：2-20商户通知列表其他通知删除
2022-08-01 09:44:48 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：3-1车型管理新增车型
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.1JcBMCVnDa8yexNwFQ75_KmmtIP-UWokz7tlqDhRlGs', 'Content-Length': '282'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/bike/platform/bike-model
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 请求参数：{"name": "000API测试车型", "description": "这是一个API测试车型，接口自动化专用", "defaultRent": 999, "depositAmount": 99900, "picturePath": "bike/bikeModel/img/a160dbd6-c8f3-4735-85c7-7b85b1a05d35.png"}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：3-2车型管理列表
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.1JcBMCVnDa8yexNwFQ75_KmmtIP-UWokz7tlqDhRlGs'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/bike/platform/bike-model/list?page=1&pageSize=10
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:148] : 请求参数：None
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 1, 'list': [{'id': 234, 'name': '000API测试车型', 'description': '这是一个API测试车型，接口自动化专用', 'picturePath': 'bike/bikeModel/img/a160dbd6-c8f3-4735-85c7-7b85b1a05d35.png', 'total': 0, 'depositAmount': 99900, 'defaultRent': 999}]}}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：3-3车型管理编辑车型
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:120] : 我是depends_data：{'id': 234}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:121] : 我是depends_data类型：<class 'dict'>
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.1JcBMCVnDa8yexNwFQ75_KmmtIP-UWokz7tlqDhRlGs', 'Content-Length': '348'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/bike/platform/bike-model?id=234
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 请求参数：{"name": "API测试车型编辑", "description": "这是一个API测试车型，接口自动化专用，编辑后的车型介绍", "defaultRent": 1000, "depositAmount": 1000000, "picturePath": "bike/bikeModel/img/c074bf51-ca14-4a15-8e5a-99bc12e537d1.png"}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：3-4车型管理删除车型
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:100] : 我是depends_data：{'id': 234}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:101] : 我是depends_data类型：<class 'dict'>
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.1JcBMCVnDa8yexNwFQ75_KmmtIP-UWokz7tlqDhRlGs', 'Content-Length': '0'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/bike/platform/bike-model?id=234
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:148] : 请求参数：None
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：3-5车型管理再次新增车型
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.1JcBMCVnDa8yexNwFQ75_KmmtIP-UWokz7tlqDhRlGs', 'Content-Length': '276'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求路径：https://test.rent.ledear.cn/rent-api/bike/platform/bike-model
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 请求参数：{"name": "000API测试车型", "description": "这是一个API测试车型，接口自动化专用", "defaultRent": 1, "depositAmount": 1, "picturePath": "bike/bikeModel/img/a160dbd6-c8f3-4735-85c7-7b85b1a05d35.png"}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:149] : 响应结果：{'code': '00000', 'message': '成功'}
2022-08-01 09:44:49 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:76] : 测试接口：3-6车型管理列表再次获取
