2022-07-28 09:44:42 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:26] : 测试接口：乐迪长租登录
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc', 'Content-Length': '103'}
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-platform/number-segment/generate
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求参数：{"generateCount": "1", "qrCodeRule": "https://www.ledear.com?bikeNo=${bikeNo}", "numberSegmentId": 704}
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功', 'data': 'https://test.static.ledear.cn/factory/qrCode/%E4%B9%90%E8%BF%AA%E9%95%BF%E7%A7%9F%E8%BD%A6%E8%BE%86%E7%BC%96%E5%8F%B720220728094503117153.xlsx?Expires=1658976308&OSSAccessKeyId=LTAI5tLC3xKWsnzq9jz2fQsL&Signature=0N2MhPnK%2FL%2BnlOyaVkGpDZGAwPs%3D'}
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-3厂测列表查询(车辆编号、关联状态)
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc'}
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory/platform/list?page=1&pageSize=10&bikeNo=901&boundStatus=-1
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:145] : 请求参数：None
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 1, 'list': [{'id': 172254, 'bikeNo': '90100001', 'boundStatus': -1}]}}
2022-07-28 09:45:09 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-4厂测小程序车辆绑定中控
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '4', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6NCwic291cmNlX2lkIjo0MX0.6EumCGky6huXqv2Cn3GRfGLiekaD4cc8mKIXc1gYMQs', 'Content-Length': '48'}
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-user/bike/bind
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求参数：{"bikeNo": "90100001", "terminalNo": "90112345"}
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功'}
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-5厂测小程序获取中控
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '4', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6NCwic291cmNlX2lkIjo0MX0.6EumCGky6huXqv2Cn3GRfGLiekaD4cc8mKIXc1gYMQs'}
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-user/bike/terminal?terminalNo=90112345
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:145] : 请求参数：None
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'id': 354, 'terminalNo': '90112345', 'terminalType': 2, 'createTime': '2022-07-06 14:27:30'}}
2022-07-28 09:45:10 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-6厂测小程序网络开电池锁
2022-07-28 09:45:11 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-7厂测小程序网络开锁
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-8厂测小程序网络关锁
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-9厂测小程序网络寻车
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-10厂测小程序网络撤防
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-11厂测小程序网络重启中控
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-12厂测小程序获取车辆绑定中控信息
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '4', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6NCwic291cmNlX2lkIjo0MX0.6EumCGky6huXqv2Cn3GRfGLiekaD4cc8mKIXc1gYMQs'}
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-user/bike?bikeNo=90100001
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:145] : 请求参数：None
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'bikeNo': '90100001', 'terminalType': 2, 'terminalNo': '90112345'}}
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-13厂测小程序获取车辆绑定中控网络开电池锁
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-14厂测小程序获取车辆绑定中控网络开锁
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-15厂测小程序获取车辆绑定中控网络关锁
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-16厂测小程序获取车辆绑定中控网络寻车
2022-07-28 09:45:12 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:12 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-17厂测小程序获取车辆绑定中控网络撤防
2022-07-28 09:45:13 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-18厂测小程序获取车辆绑定中控网络重启中控
2022-07-28 09:45:13 | ERROR | C:\xzh\project\mytest\common\assert_util.py | assert_util.py | [line:27] : 成功 不包含于 
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-19厂测小程序解绑中控
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '4', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6NCwic291cmNlX2lkIjo0MX0.6EumCGky6huXqv2Cn3GRfGLiekaD4cc8mKIXc1gYMQs', 'Content-Length': '101'}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-user/bike/unbind
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求参数：{"bikeNo": "90100001", "reason": "中控损坏", "remark": "API解绑中控"}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功'}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-20厂测小程序车辆再次绑定中控
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '4', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6NCwic291cmNlX2lkIjo0MX0.6EumCGky6huXqv2Cn3GRfGLiekaD4cc8mKIXc1gYMQs', 'Content-Length': '48'}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory-user/bike/bind
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求参数：{"bikeNo": "90100001", "terminalNo": "90112345"}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功'}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：0-1-21厂测列表生编辑
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc', 'Content-Length': '113'}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/factory/factory/platform?factoryBikeId=172254
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求参数：{"terminalType": 2, "terminalNo": "90112345", "frameNo": "90198765", "motorNo": "90156789", "bikeNo": "90100001"}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功'}
2022-07-28 09:45:13 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：1-1新增商户
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc', 'Content-Length': '664'}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求参数：{"name": "API-test", "linkMan": "API", "linkPhone": 19180939001, "operateCycle": 2, "deposit": 999999, "imgUrl": "merchant/merchant/img/9ebbd463-a64a-4437-9246-f6ed732baf7f.jpg", "operateStartTime": "09:00", "operateEndTime": "22:00", "percentage": 99.99, "memberNo": "ld32207191747475729", "memberName": "API通联", "province": "四川省", "city": "成都市", "area": "武侯区", "position": {"lon": 104.04446, "lat": 30.557735}, "address": "四川省成都市武侯区石羊街道因材施教教育(高新大源校区)清凤时代城"}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功'}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：1-2商户列表获取数据
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc'}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/list?page=1&pageSize=10
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:145] : 请求参数：None
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 1, 'list': [{'id': 79, 'merchantNo': '10000207', 'name': 'API-test', 'linkPhone': '19180939001', 'bikeNum': 0, 'state': 1}]}}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：1-3商户列表查询
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:97] : 我是depends_data：{'merchantNo': '10000207', 'name': 'API-test', 'phone': '19180939001', 'state': 1}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:98] : 我是depends_data类型：<class 'dict'>
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc'}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/list?page=1&pageSize=10&merchantNo=10000207&name=API-test&phone=19180939001&state=1
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:145] : 请求参数：None
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 1, 'list': [{'id': 79, 'merchantNo': '10000207', 'name': 'API-test', 'linkPhone': '19180939001', 'bikeNum': 0, 'state': 1}]}}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：1-4查看商户详情
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:97] : 我是depends_data：{'id': 79}
2022-07-28 09:45:14 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:98] : 我是depends_data类型：<class 'dict'>
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc'}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/merchant-detail?id=79
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:145] : 请求参数：None
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'id': 79, 'merchantNo': '10000207', 'name': 'API-test', 'linkPhone': '19180939001', 'linkMan': 'API', 'bikeNum': 0, 'state': 1, 'operateCycle': 2, 'operateStartTime': '09:00', 'operateEndTime': '22:00', 'imgUrl': 'merchant/merchant/img/9ebbd463-a64a-4437-9246-f6ed732baf7f.jpg', 'deposit': 999999, 'percentage': 99.99, 'memberNo': 'ld32207191747475729', 'memberName': 'API通联', 'position': {'lon': 104.04446, 'lat': 30.557735}, 'createTime': '2022-07-28 09:45:12', 'province': '四川省', 'city': '成都市', 'area': '武侯区', 'address': '四川省成都市武侯区石羊街道因材施教教育(高新大源校区)清凤时代城', 'bizChanged': False, 'imgOssUrl': 'https://test.static.ledear.cn/merchant/merchant/img/9ebbd463-a64a-4437-9246-f6ed732baf7f.jpg?Expires=1658976313&OSSAccessKeyId=LTAI5tLC3xKWsnzq9jz2fQsL&Signature=cytrysZ4lJRp2Ai%2BqlzSZuMoj3Y%3D', 'bikeModelInfoVoList': []}}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：1-5商户详情停运商户
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:117] : 我是depends_data：{'id': 79}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:118] : 我是depends_data类型：<class 'dict'>
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc', 'Content-Length': '13'}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/update-status?id=79
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求参数：{"status": 0}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功'}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：1-6商户详情开启商户
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:117] : 我是depends_data：{'id': 79}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:118] : 我是depends_data类型：<class 'dict'>
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:139] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjo0MX0.IoXVwTozZKCeJq9XTa-lTHILjF1eJjs4JceV0zV6Cbc', 'Content-Length': '13'}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:140] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/update-status?id=79
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:143] : 请求参数：{"status": 1}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:146] : 响应结果：{'code': '00000', 'message': '成功'}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:73] : 测试接口：1-7商户详情修改经营信息
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:117] : 我是depends_data：{'id': 79}
2022-07-28 09:45:15 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:118] : 我是depends_data类型：<class 'dict'>
